page	contenu	tome	ID	cID	lieu	test_lieu
186	Dresse l'état des mâts nécessaires au port de Lorient.	1	P7513	C27343	['Lorient']	Lorient
186	Dresse l'état des mâts nécessaires au port de Lorient.	1	P7513	C27344	['Lorient']	Lorient
190	A perdu le vaisseau le Faucon à l'île Terceire. Envoyer un bâtiment pour le rapatrier avec son équipage.	1	P7888	C28349	['Faucon', 'île Terceire']	Faucon,île Terceire
195	Contrôleur à Rochefort en 1673, commissaire général en 1676, intendant aux îles en 1679, intendant de Marine à Dunkerque en 1683, mort le 8 avril 1695. Fera venir des bois du Canada, ainsi que le bateau qui y a été contsruit.	1	P8396	C30508	['Rochefort', 'Marine', 'Dunkerque', 'Canada']	Rochefort,Marine,Dunkerque,Canada
195	Intendant à Dunkerque.	1	P8396	C30509	['Dunkerque']	Dunkerque
195	Intendant à Dunkerque.	1	P8396	C30510	['Dunkerque']	Dunkerque
157	Arrivé au rades de La Rochelle sur la flotte venue de la Corogne.	2	P8396	C30507	['La Rochelle', 'la Corogne']	La Rochelle,la Corogne
212	Commandant d'une compagnie de Brest.	1	P9966	C36368	['Brest']	Brest
212	Envoyé à Rochefort comme garde magasin.	1	P9848	C35966	['Rochefort']	Rochefort
212	Envoyé à Rochefort comme garde magasin.	1	P9848	C35967	['Rochefort']	Rochefort
212	Envoyé à Rochefort comme garde magasin.	1	P9848	C35968	['Rochefort']	Rochefort
212	Envoyé à Rochefort comme garde magasin.	1	P9848	C35969	['Rochefort']	Rochefort
213	Expédié à Calais, il promet de ne pas se marier sans la permission du Conseil.	5	P9848	C35970	['Calais']	Calais
213	Lettre du sieur Silly de Louvigny, doyen d'Abbeville, au sujet de son frère.	5	P9848	C35972	['Abbeville']	Abbeville
213	Enseigne de la compagnie de Le Meyrat, remplacé par le sieur de Bourges.	5	P9848	C35965	['Le Meyrat', 'Bourges']	Le Meyrat,Bourges
213	Le Conseil lui accorde la permission de retourner de Calais à Rochefort.	5	P9848	C35971	['Calais', 'Rochefort']	Calais,Rochefort
214	Doyen de la cathédrale d'Abbeville, est intervenu auprès du Conseil pour faire autorisé le mariage de son frère.	5	P9848	C35964	"[""cathédrale d'Abbeville""]"	cathédrale d'Abbeville
213	Intendant au Canada, de 1665 à 1672. Fait construire un vaisseau au Canada.	1	P9999	C36486	['Canada', 'Canada']	Canada,Canada
213	Intendant au Canada, de 1665 à 1672. Fait construire un vaisseau au Canada.	1	P9999	C36487	['Canada', 'Canada']	Canada,Canada
213	Intendant au Canada, de 1665 à 1672. Fait construire un vaisseau au Canada.	1	P9999	C36488	['Canada', 'Canada']	Canada,Canada
281	Baron, seigneur de Montfabien, conseiller du Roi. Lieutenant général de l'Amirauté des îles de Saintonge au siège de Marennes.	1	P8227	C29223	['Montfabien', 'Amirauté', 'Saintonge', 'Marennes']	Montfabien,Amirauté,Saintonge,Marennes
128	Lieutenant de Marine à Rochefot. Accusé par le juge de LA Tremblade, il l'accuse à son tour.	1	P3467	C12436	['Rochefot', 'LA Tremblade']	Rochefot,LA Tremblade
138	Associé de Garnier dans un marché désavantageux pour le Roi.	1	P4098	C15083	['Garnier']	Garnier
104	Ecrivain sur le Paon. Réclame ses appointements.	4	P4098	C15084	['Paon']	Paon
71	Garnier et sa fille obtiennent le passage pour Saint Domingue.	3	P4592	C17166	['Garnier']	Garnier
71	Maître entretenu de Rochefort a un procès avec un procureur de la ville.	3	P4592	C17167	['Rochefort']	Rochefort
91	Pilote entretenu s’est acquis une connaissance parfaite de l’entrée de Cayenne. l’embarquer comme pilote sur la flûte la Charente. Il cherchera avec la chaloupe de cette flûte une passe signalée par Resen sous le vent d’un endroit appelé l’enfant perdu.	8	P4592	C17169	['Cayenne', 'Charente']	Cayenne,Charente
177	Aux galères de Marseille. L'évêque d'Agen demande la grâce de ce forçat.	1	P6838	C24459	['Marseille', 'Agen']	Marseille,Agen
177	Difficultés pour la coupe des bois dans la forêt de Sault.	1	P6840	C24461	['forêt de Sault']	forêt de Sault
180	Travaille à la conversion des Turcs sur les galères de Marseille.	1	P7018	C25754	['Marseille']	Marseille
181	Nommé Prévôt des galères à Marseille.	1	P7062	C25871	['Marseille']	Marseille
193	Doit faire sortir les galères de Rochefort le 1er avril 1690.	1	P8168	C29144	['Rochefort']	Rochefort
205	Cet officier sera emprisonné et son procès sera fait par les officiers de la sénéchaussée de Marseille.	1	P9262	C33581	['Marseille']	Marseille
218	Remettra à l'hotesse de la Treille, à Toulon, les sommes retenues sur les appointements des officiers qui lui doivent.	1	P10428	C37992	['Treille', 'Toulon']	Treille,Toulon
218	Remettra à l'hotesse de la Treille, à Toulon, les sommes retenues sur les appointements des officiers qui lui doivent.	1	P10428	C37993	['Treille', 'Toulon']	Treille,Toulon
196	A envoyé 50 canonniers à Lisbonne.	2	P10428	C37984	['Lisbonne']	Lisbonne
196	A envoyé 50 canonniers à Lisbonne.	2	P10428	C37985	['Lisbonne']	Lisbonne
196	A jugé une contestation existant entre les ports de Rochefort et de Brest, au sujet d'une levée faite à Toulon. Rochefort doit à Brest la somme de 3600 livres.	2	P10428	C37986	['Rochefort', 'Brest', 'Toulon', 'Rochefort', 'Brest']	Rochefort,Brest,Toulon,Rochefort,Brest
196	A jugé une contestation existant entre les ports de Rochefort et de Brest, au sujet d'une levée faite à Toulon. Rochefort doit à Brest la somme de 3600 livres.	2	P10428	C37987	['Rochefort', 'Brest', 'Toulon', 'Rochefort', 'Brest']	Rochefort,Brest,Toulon,Rochefort,Brest
196	Lui envoyé les rôles des équipages des vaisseaux du port de Rochefort qui doivent désarmer à Toulon.	2	P10428	C37990	['Rochefort', 'Toulon']	Rochefort,Toulon
196	Etat des décomptes qui sont dûs aux équipages des vaisseaux de Rochefort désarmés à Toulon.	2	P10428	C37989	['Rochefort', 'Toulon']	Rochefort,Toulon
196	Demande une quantité considérable de toile, à cause des armements qu'il fait à Toulon.	2	P10428	C37988	['Toulon']	Toulon
196	M. de Vauvré qui, en Provence, trouve le moyen de faire avoir de l'argent à ceux qui veulent acheter des charges de garde-côtes.	2	P10428	C37991	['Provence']	Provence
92	Agée de cinq à six ans. Délaissée par ses parents, élevée dans un couvent de La Rochelle. Le Roi lui accorde une pension.	1	P354	C2455	['La Rochelle']	La Rochelle
94	Sieur de La Bruchardière, sorti du royaume avec sa femme. Etat de ses biens situés à Lagord, près de La Rochelle.	1	P495	C2790	['Lagord', 'La Rochelle']	Lagord,La Rochelle
11	Pilote. Si on n’a pas besoin de lui pour le voyage du Canada, le laisser embarquer sur la Dryage, aux frais de la Compagnie des Indes.	6	P495	C2788	['Canada', 'Dryage']	Canada,Dryage
14	Sera passager sur la Gironde pour Cayenne.	7	P495	C2789	['Gironde', 'Cayenne']	Gironde,Cayenne
9	Conseiller au conseil supérieur de Cayenne, a envoyé à M. Fagon douze flacons de baume de copahu.	8	P495	C2783	['Cayenne']	Cayenne
94	Garde de la Marine. A conduite des matelots hollandais en Provence.	1	P596	C3028	['Provence']	Provence
94	Garde de la Marine. A conduite des matelots hollandais en Provence.	1	P596	C3029	['Provence']	Provence
95	Jeune fille protestante. L'envoyer à Saumur.	1	P1651	C5930	['Saumur']	Saumur
100	Nouvelle convertie. En prison à Angers. Son beau-frère sollicite sa liberté ; elle ne lui est pas accordée.	1	P1255	C4920	['Angers']	Angers
100	Sarah Bouffard, âgée de 17 ans, est envoyée dans la maison des nouvelles catholiques de Pons ; sa sœur Jeanne, âgée de 8 ans, sera aussi placée dans un couvent.	1	P1255	C4921	['Pons']	Pons
105	Perruquier à La Rochelle. Persécuté par sa femme.	1	P1853	C6593	['La Rochelle']	La Rochelle
105	Perruquier à La Rochelle. Lui faire rendre justice.	1	P1853	C6592	['La Rochelle']	La Rochelle
106	Propriétaire du fief et moulin de Loire et d'une partie des cabanes et marais de Ciré, Ardillières et Rochefort. Fugitif.	1	P1922	C6754	['Loire', 'Ciré', 'Ardillières', 'Rochefort']	Loire,Ciré,Ardillières,Rochefort
107	Capitaine au régiment de Champagne. Ses violences vis-à-vis des habitants du village de Bosquet.	1	P1981	C6867	['Champagne', 'Bosquet']	Champagne,Bosquet
108	A créé à Québec une manufacture de briques. Demande des ouvriers de France. Lui en envoyer.	1	P2009	C7092	['Québec', 'France']	Québec,France
108	A créé à Québec une manufacture de briques. Demande des ouvriers de France. Lui en envoyer.	1	P2009	C7093	['Québec', 'France']	Québec,France
108	Intendant du Canada. N'a pas reçu les munitions annoncées.	1	P2009	C7098	['Canada']	Canada
116	Détenu au château de Lourdes, paiera la nourriture.	1	P2700	C10077	['château de Lourdes']	château de Lourdes
120	Nommé lieutenant de la compagnie de Mortagne.	1	P2824	C10435	['Mortagne']	Mortagne
121	Capitaine au régiment des milices de Fontenay. S'est plaint à Louvois d'être retenu aux arrêts depuis 3 mois.	1	P3102	C11306	['Fontenay']	Fontenay
85	Ancien secrétaire du Roi, recevra des tailles du Comté de Palluau, offre de fournir des farines.	7	P3102	C11305	['Comté de Palluau']	Comté de Palluau
122	Habitant Québec, a créé une manufacture de briques. Demande des ouvriers, lui en envoyer.	1	P3176	C11463	['Québec']	Québec
129	Envoyé pour surveiller les travaux des fortifications de La Rochelle. Seignelay dit : C'est un gentilhomme pour qui j'ai beaucoup d'estime et de considération.	1	P3541	C12716	['La Rochelle']	La Rochelle
129	Pontchartrain prie Bégon d'acheter un cheval d'Espagne au major de La Rochelle pour le sieur Dubouchet.	1	P3541	C12720	['Espagne', 'La Rochelle']	Espagne,La Rochelle
130	Pontchartrain prie Bégon d'acheter un cheval d'Espagne au major de La Rochelle pour le sieur Dubouchet.	1	P3541	C12721	['Espagne', 'La Rochelle']	Espagne,La Rochelle
130	Pontchartrain lui expédie une voiture de chevaux pour servir d'étalons dans les haras de l'Aunis.	1	P3541	C12719	['Aunis']	Aunis
134	Demande une escorte pour les vaisseaux qu'il charge de vin et de la farine pour Brest, Lorient, le Havre et Dunkerque.	1	P3793	C13527	['Brest', 'Lorient', 'le Havre', 'Dunkerque']	Brest,Lorient,le Havre,Dunkerque
134	Demande une escorte pour les vaisseaux qu'il charge de vin et de la farine pour Brest, Lorient, le Havre et Dunkerque.	1	P3793	C13528	['Brest', 'Lorient', 'le Havre', 'Dunkerque']	Brest,Lorient,le Havre,Dunkerque
134	Fera faire du biscuit à Rochefort.	1	P3793	C13529	['Rochefort']	Rochefort
149	Commandant de la Tour des chaînes à l'entrée du port de La Rochelle. Perçoit des droits.	1	P4844	C17883	['Tour', 'La Rochelle']	Tour,La Rochelle
138	Ecrivain principal à Toulon, à l’ordre de venir servir à Rochefort, il avait servir à Brest avant de passer à Toulon, bien noté du Ministre.	7	P4844	C17885	['Toulon', 'Rochefort', 'Brest', 'Toulon']	Toulon,Rochefort,Brest,Toulon
138	Le Ministre est content de ses services mais ne peut pas lui accorder de gratification pour l’indemniser des dépenses qui lui a occasionnées son déplacement pour Rochefort.	7	P4844	C17887	['Rochefort']	Rochefort
138	Ordre de passer à Rochefort.	7	P4844	C17890	['Rochefort']	Rochefort
94	gratification de 1000 livres pour frais extraordinaires de son voyage à la Martinique où il est destiné.	8	P4844	C17893	['Martinique']	Martinique
99	Commissaire. Va servir au port de Rochefort aux appointements de 2400 livres.	9	P4844	C17884	['Rochefort']	Rochefort
99	Préposé au magasin général, à la Corderie, la salle d'armes, la Serrurerie, la Taillanderie, aux Poulies et aux Avions.	9	P4844	C17891	['la Corderie', 'Serrurerie', 'la Taillanderie', 'Poulies', 'Avions']	la Corderie,Serrurerie,la Taillanderie,Poulies,Avions
74	Commis de l'extraordinaire des guerres à La Rochelle.	3	P4867	C17989	['La Rochelle']	La Rochelle
74	Lettre au sujet du fourrage dû aux officiers du régiment d'Oléron.	3	P4867	C17990	['Oléron']	Oléron
151	Avocat de Paris. S'occupe des affaires de Fleury-du-Casset, de La Rochelle.	1	P5092	C18457	['Paris', 'Fleury-du-Casset', 'La Rochelle']	Paris,Fleury-du-Casset,La Rochelle
155	Commissaire des guerres en Aunis.	1	P5361	C19150	['Aunis']	Aunis
113	Commissaire ordonnateur, rejoindra la Louisiane.	5	P5361	C19151	['Louisiane']	Louisiane
135	Nommé concierge des prisons de Rochefort.	6	P5361	C19154	['Rochefort']	Rochefort
135	Nommé concierge des prisons de Rochefort.	6	P5361	C19155	['Rochefort']	Rochefort
160	Receveur des tailles à La Rochelle.	1	P5833	C21591	['La Rochelle']	La Rochelle
161	Officier de Marine. Apporte des nouvelles d'Irlande. Réclame au sujet du bien de son oncle sorti du royaume.	1	P5878	C21695	['Irlande']	Irlande
124	Marchand de La Rochelle, offre de vendre à la Marine 33 mâts 34 mâtereaux, refusé.	5	P5878	C21694	['La Rochelle', 'Marine']	La Rochelle,Marine
164	Garde de la Marine. A conduit des matelots hollandais en Provence.	1	P6058	C22250	['Provence']	Provence
166	Demande à envoyer en Irlande 100 pièces de canon avec leurs munitions. Impossible, le Roi a besoin de ces pièces. 	1	P6224	C22636	['Irlande']	Irlande
167	Obtient un congé pour aller à Paris.	1	P6224	C22646	['Paris']	Paris
167	Déchargé du soin de la fonderie de Rochefort, 1696.	1	P6224	C22637	['Rochefort']	Rochefort
167	Déchargé du soin de la fonderie de Rochefort, 1696.	1	P6224	C22638	['Rochefort']	Rochefort
167	Proposé pour l'emploi de receveur des tailles à La Rochelle.	1	P6236	C22671	['La Rochelle']	La Rochelle
123	nommé enseigne dans les troupes de Saint-Domingue.	7	P6236	C22674	['Saint-Domingue']	Saint-Domingue
123	nommé enseigne à Saint-Domingue.	8	P6236	C22675	['Saint-Domingue']	Saint-Domingue
123	sera passager sur le Dromadaire.	8	P6236	C22677	['Dromadaire']	Dromadaire
169	Arrêté et reconduit à Saumur.	1	P6326	C22868	['Arrêté', 'Saumur']	Arrêté,Saumur
170	Capitaine-major du régiment de Floransac. Le sieur Richer lui réclame 1400 livres pour les marais qu'il a à Brouage.	1	P6378	C23036	['Floransac', 'Brouage']	Floransac,Brouage
173	De l'île de Ré. Reçoit une gratification de 200 livres.	1	P6576	C23529	['île de Ré.']	île de Ré.
173	Gouverneur de l'île d'Oléron.	1	P6603	C23569	"[""île d'Oléron""]"	île d'Oléron
174	Se plaint à Louvois du directeur et de l'aumônier de l'hôpital de l'île d'Oléron.	1	P6603	C23573	"[""île d'Oléron""]"	île d'Oléron
174	Les gens d'Oléron se plaignent encore ses domestiques.	1	P6603	C23571	['Oléron']	Oléron
174	A mis aux arrêts le capitaine Berne.	1	P6603	C23566	['Berne']	Berne
174	A mis aux arrêts le capitaine Berne.	1	P6603	C23567	['Berne']	Berne
174	Chevalier, marquis de Jugny, baron de Champagne La Lande, seigneur des chatellenies de La Chapelle Terner, Bande et autres lieux.	1	P6658	C23997	['Champagne La Lande', 'La Chapelle Terner', 'Bande']	Champagne La Lande,La Chapelle Terner,Bande
175	Préposé au travail des ancres qui se font en Nivernais.	1	P6697	C24119	['Nivernais']	Nivernais
125	Affaire des ancres du Nivernais.	2	P6697	C24113	['Nivernais']	Nivernais
125	Fabricant de boulets à Nevers, a reçu 10000 livres d'avances.	2	P6697	C24114	['Nevers']	Nevers
101	Fournit de mauvais fer blanc, fabriqué en Nivernais.	3	P6697	C24115	['Nivernais']	Nivernais
179	Major à La Rochelle. Réclame son logement.	1	P6965	C25453	['La Rochelle']	La Rochelle
180	Lieutenant du Roi de la citadelle d'Oléron. Fait des perquisitions chez les nouveaux convertis.	1	P6992	C25690	['Oléron']	Oléron
180	Lieutenant du Roi de la citadelle d'Oléron. Fait des perquisitions chez les nouveaux convertis.	1	P6992	C25691	['Oléron']	Oléron
183	Gouverneur de La Rochelle. Réclame un logement.	1	P7309	C26592	['La Rochelle']	La Rochelle
183	Fait des difficultés pour envoyer à Rochefort 300 soldats de marine qui sont à La Rochelle.	1	P7309	C26589	['Rochefort', 'La Rochelle']	Rochefort,La Rochelle
183	Fait des difficultés pour envoyer à Rochefort 300 soldats de marine qui sont à La Rochelle.	1	P7309	C26590	['Rochefort', 'La Rochelle']	Rochefort,La Rochelle
183	Fait des difficultés pour envoyer à Rochefort 300 soldats de marine qui sont à La Rochelle.	1	P7309	C26591	['Rochefort', 'La Rochelle']	Rochefort,La Rochelle
184	Dame suzeraine et dominante de l'île, bailliage et châtellenie de Marennes. Epouse du marquis de Jugny.	1	P7402	C26936	['Marennes']	Marennes
184	Dame comtesse de l'isle, bailliage et chatellenie de Marennes, Broue, Chesson, Montailin et Saint Just. Son testament.	1	P7404	C26940	['Marennes', 'Broue', 'Chesson', 'Montailin', 'Saint Just']	Marennes,Broue,Chesson,Montailin,Saint Just
186	Greffier criminel au présidial de La Rochelle. Lui payer 673 livres.	1	P7519	C27373	['La Rochelle']	La Rochelle
188	Commissaire de la Marine. A prévenu le ministre qu'on abattait des bois de construction dans l'élection de Saintes.	1	P7712	C27911	['Saintes']	Saintes
188	A été arrêté à Paris.	1	P7712	C27907	['Paris']	Paris
188	Etat des objets qu'il a remis au père Jean Baptiste d'Angoulême, gardien des Capucins de Rochefort.	1	P7712	C27912	['Rochefort']	Rochefort
189	Commissaire des guerres à Brouage et à l'île d'Oléron.	1	P7881	C28343	"['Brouage', ""île d'Oléron""]"	Brouage,île d'Oléron
